domain,keyword,volume,keyword_difficulty,cpc,sum_traffic,best_position,best_position_kind,best_position_url,is_branded,is_commercial,is_informational,is_navigational,is_transactional,is_local,serp_features,words,status
giroloja.com.br,quanto cobrar por frete proprio,880,10,12,100,2,organic,https://giroloja.com.br/blog/quanto-cobrar-por-frete-proprio,False,True,True,False,False,False,,5,both
dinheirocerto.com.br,como sair do vermelho como funciona,3815,24,31,100,9,organic,https://dinheirocerto.com.br/blog/como-sair-do-vermelho-como-funciona,False,False,True,False,True,False,,6,both
credlink.com.br,linha de credito rotativo,3538,34,15,99,7,organic,https://credlink.com.br/blog/linha-de-credito-rotativo,False,False,True,False,False,False,,4,both
vendamais.com.br,precificacao de produtos,3900,4,25,97,8,organic,https://vendamais.com.br/blog/precificacao-produtos,False,True,True,False,False,False,,3,both
vendamais.com.br,nome para loja,4300,8,5,95,8,organic,https://vendamais.com.br/blog/nome-para-loja,False,False,True,False,False,False,,3,both
bancoquantum.com.br,pix agendado gratis,9090,24,17,95,13,organic,https://bancoquantum.com.br/blog/pix-agendado-gratis,False,False,True,False,False,False,,3,both
financasclaras.blog.br,como precificar produto artesanal,720,1,8,94,2,organic,https://financasclaras.blog.br/precificar-artesanato,False,True,True,False,False,False,,4,both
financasclaras.blog.br,google meu negocio como criar o que e,3247,19,11,94,7,organic,https://financasclaras.blog.br/blog/google-meu-negocio-como-criar-o-que-e,False,False,True,False,True,False,,8,both
pagsfera.com.br,chave pix aleatoria simples,743,14,34,93,3,organic,https://pagsfera.com.br/blog/chave-pix-aleatoria-simples,False,False,True,False,True,False,,4,both
vendamais.com.br,inventario de estoque passo a passo,1449,18,10,90,4,organic,https://vendamais.com.br/blog/inventario-de-estoque-passo-a-passo,False,False,True,False,True,False,,6,both
infinitepay.io,emprestimo para empresa,6300,39,62,87,12,organic,https://infinitepay.io/emprestimo,False,True,True,False,False,False,,3,both
lojafacil.com.br,quanto cobrar por corte de cabelo,2200,6,3,85,5,organic,https://lojafacil.com.br/blog/quanto-cobrar-por-corte-de-cabelo,False,True,True,False,False,False,,6,both
contadorexpress.com.br,mei aposentadoria,2870,35,34,85,7,organic,https://contadorexpress.com.br/blog/mei-aposentadoria,False,False,True,False,False,False,,2,left
bancoaurora.com.br,domicilio bancario,1915,22,28,82,5,organic,https://bancoaurora.com.br/blog/domicilio-bancario,False,True,True,False,True,False,,2,both
financasclaras.blog.br,reserva de emergencia passo a passo,954,10,24,80,4,organic,https://financasclaras.blog.br/blog/reserva-de-emergencia-passo-a-passo,False,True,True,False,False,False,,6,both
contazen.com.br,mei limite de faturamento vale a pena,6610,34,36,79,13,organic,https://contazen.com.br/blog/mei-limite-de-faturamento-vale-a-pena,False,False,True,False,True,False,,7,left
contazen.com.br,mei paga inss simples,950,10,6,79,4,organic,https://contazen.com.br/blog/mei-paga-inss-simples,False,False,True,False,False,False,,4,left
bancoquantum.com.br,como sair do vermelho passo a passo,227,15,16,78,1,organic,https://bancoquantum.com.br/blog/como-sair-do-vermelho-passo-a-passo,False,False,True,False,False,False,,7,both
infinitepay.io,vantagens do mei,2900,19,6,77,8,organic,https://infinitepay.io/blog/mei-vantagens,False,True,True,False,False,False,,3,both
bancoaurora.com.br,boleto para empresa,1519,25,65,76,5,organic,https://bancoaurora.com.br/blog/boleto-para-empresa,False,False,True,False,False,False,,3,both
giroloja.com.br,quanto cobrar por hora de trabalho,1600,12,6,73,5,organic,https://giroloja.com.br/blog/quanto-cobrar-por-hora-de-trabalho,False,False,True,False,False,False,,6,left
financasclaras.blog.br,como precificar um produto,4100,2,10,71,9,organic,https://financasclaras.blog.br/como-precificar-produto,False,True,True,False,False,False,snippet,4,both
giroloja.com.br,planilha de precificacao,590,3,15,71,3,organic,https://giroloja.com.br/materiais/planilha-precificacao,False,True,True,False,True,False,,3,both
financasclaras.blog.br,como calcular lucro de um produto,1900,10,5,71,6,organic,https://financasclaras.blog.br/como-calcular-lucro-de-um-produto,False,True,True,False,False,False,snippet,6,both
giroloja.com.br,preco de venda formula,320,5,6,71,1,organic,https://giroloja.com.br/blog/preco-de-venda-formula,False,True,True,False,False,False,snippet,4,both
bancoquantum.com.br,segunda via boleto simples,1007,17,20,71,4,organic,https://bancoquantum.com.br/blog/segunda-via-boleto-simples,False,False,True,False,True,False,,4,both
contazen.com.br,comissao de vendedor como calcular passo a passo,196,8,28,67,1,organic,https://contazen.com.br/blog/comissao-de-vendedor-como-calcular-passo-a-pas,False,False,True,False,True,False,,8,both
pagsfera.com.br,prazo compensacao boleto como funciona,1045,25,3,65,5,organic,https://pagsfera.com.br/blog/prazo-compensacao-boleto-como-funciona,False,True,True,False,False,False,,5,left
pagsfera.com.br,cartao de credito para negativado gratis,279,13,8,65,1,organic,https://pagsfera.com.br/blog/cartao-de-credito-para-negativado-gratis,False,True,True,False,False,False,,6,left
pagsfera.com.br,maquininha sem mensalidade vale a pena,1705,32,5,63,5,organic,https://pagsfera.com.br/blog/maquininha-sem-mensalidade-vale-a-pena,False,False,True,False,False,False,,6,left
financasclaras.blog.br,margem de contribuicao,2400,9,12,61,9,organic,https://financasclaras.blog.br/margem-de-contribuicao,False,False,True,False,False,False,,3,both
credlink.com.br,capital de giro para mei,1003,28,16,61,4,organic,https://credlink.com.br/blog/capital-de-giro-para-mei,False,False,True,False,False,False,,5,both
infinitepay.io,criar link de pagamento,1600,16,95,61,7,organic,https://infinitepay.io/link-de-pagamento,False,True,True,False,False,False,,4,both
credlink.com.br,renegociacao de divida empresarial,566,23,47,60,3,organic,https://credlink.com.br/blog/renegociacao-de-divida-empresarial,False,True,True,False,True,False,,4,both
giroloja.com.br,frete gratis vale a pena o que e,7332,26,15,59,18,organic,https://giroloja.com.br/blog/frete-gratis-vale-a-pena-o-que-e,False,False,True,False,False,False,,8,both
infinitepay.io,pix cobranca,2400,22,20,59,9,organic,https://infinitepay.io/pix,False,True,True,False,False,False,,2,both
lojafacil.com.br,instagram para vendas 2026,644,19,11,58,3,organic,https://lojafacil.com.br/blog/instagram-para-vendas-2026,False,False,True,False,False,False,,4,left
taxaja.com.br,comparar taxas maquininha,1900,7,48,57,6,organic,https://taxaja.com.br/comparativo,False,True,True,False,False,False,snippet,3,both
giroloja.com.br,fotografia de produto simples,171,5,3,57,1,organic,https://giroloja.com.br/blog/fotografia-de-produto-simples,False,False,True,False,True,False,snippet,4,left
pagsfera.com.br,cartao empresarial simples,767,16,7,53,4,organic,https://pagsfera.com.br/blog/cartao-empresarial-simples,False,False,True,False,False,False,,3,both
giroloja.com.br,descricao de produto que vende passo a passo,763,12,31,53,4,organic,https://giroloja.com.br/blog/descricao-de-produto-que-vende-passo-a-passo,False,False,True,False,True,False,snippet,8,left
contazen.com.br,nota fiscal de servico o que e,349,12,32,53,2,organic,https://contazen.com.br/blog/nota-fiscal-de-servico-o-que-e,False,False,True,False,True,False,,7,both
maquinacerta.net,aluguel de maquininha 2026,729,18,29,51,4,organic,https://maquinacerta.net/blog/aluguel-de-maquininha-2026,False,False,True,False,False,False,,4,both
taxaja.com.br,anuidade cartao simples,302,9,40,50,2,organic,https://taxaja.com.br/blog/anuidade-cartao-simples,False,False,True,False,False,False,snippet,3,left
contadorexpress.com.br,mei pode ter funcionario gratis,1123,17,28,49,5,organic,https://contadorexpress.com.br/blog/mei-pode-ter-funcionario-gratis,False,True,True,False,False,False,,5,left
financasclaras.blog.br,mei pode emitir nota para pessoa fisica vale a pena,975,24,31,48,5,organic,https://financasclaras.blog.br/blog/mei-pode-emitir-nota-para-pessoa-fisica-vale-a,False,True,True,False,False,False,,10,left
taxaja.com.br,bandeira do cartao,2515,28,17,47,9,organic,https://taxaja.com.br/blog/bandeira-do-cartao,False,False,True,False,False,False,,3,both
taxaja.com.br,maquininha sem mensalidade,6512,37,8,47,18,organic,https://taxaja.com.br/blog/maquininha-sem-mensalidade,False,False,True,False,False,False,,3,both
infinitepay.io,link de pagamento,8900,14,210,46,19,organic,https://infinitepay.io/blog/link-de-pagamento,True,True,True,False,True,False,snippet,3,both
pagsfera.com.br,pix saque simples,1717,30,9,46,7,organic,https://pagsfera.com.br/blog/pix-saque-simples,False,True,True,False,False,False,,3,left
giroloja.com.br,marketplace ou loja propria vale a pena,2739,16,29,46,9,organic,https://giroloja.com.br/blog/marketplace-ou-loja-propria-vale-a-pena,False,False,True,False,False,False,,7,left
infinitepay.io,pix para empresas,3300,21,15,46,11,organic,https://infinitepay.io/blog/pix-para-empresas,False,True,True,False,False,False,,3,both
infinitepay.io,gestao financeira,4200,25,14,46,15,organic,https://infinitepay.io/blog/gestao-financeira-pequena-empresa,False,True,True,False,False,False,,2,left
contadorexpress.com.br,markup ou margem,390,3,3,45,3,organic,https://contadorexpress.com.br/blog/markup-ou-margem,False,False,True,False,False,False,,3,both
giroloja.com.br,quanto cobrar por unha,3100,8,2,44,11,organic,https://giroloja.com.br/blog/quanto-cobrar-por-unha,False,False,True,False,False,False,,4,left
bancoquantum.com.br,reserva de emergencia vale a pena,1092,26,28,44,5,organic,https://bancoquantum.com.br/blog/reserva-de-emergencia-vale-a-pena,False,True,True,False,False,False,,6,left
infinitepay.io,como vender online,5100,27,18,44,13,organic,https://infinitepay.io/blog/vender-online,False,True,True,False,False,False,,3,both
financasclaras.blog.br,calcular preco por quilo,540,5,2,43,4,organic,https://financasclaras.blog.br/calcular-preco-por-quilo,False,False,True,False,False,False,snippet,4,both
vendamais.com.br,custo de mercadoria vendida,1100,13,9,43,6,organic,https://vendamais.com.br/blog/custo-de-mercadoria-vendida,False,True,True,False,False,False,,4,both
nexopay.com.br,pix agendado simples,357,14,14,43,3,organic,https://nexopay.com.br/blog/pix-agendado-simples,False,False,True,False,False,False,,3,both
pagsfera.com.br,limite pix noturno como funciona,177,9,28,43,1,organic,https://pagsfera.com.br/blog/limite-pix-noturno-como-funciona,False,False,True,False,False,False,,5,both
giroloja.com.br,giro de estoque,4959,37,2,43,13,organic,https://giroloja.com.br/blog/giro-de-estoque,False,False,True,False,False,False,,3,both
contazen.com.br,inventario de estoque gratis,5293,37,18,43,13,organic,https://contazen.com.br/blog/inventario-de-estoque-gratis,False,True,True,False,False,False,,4,both
infinitepay.io,split de pagamento,880,15,55,43,6,organic,https://infinitepay.io/blog/split-de-pagamento,False,True,True,False,False,False,,3,both
contazen.com.br,mei aposentadoria passo a passo,5519,26,36,42,13,organic,https://contazen.com.br/blog/mei-aposentadoria-passo-a-passo,False,False,True,False,False,False,,5,left
nexopay.com.br,pix internacional passo a passo,8418,45,39,42,18,organic,https://nexopay.com.br/blog/pix-internacional-passo-a-passo,False,False,True,False,False,False,,5,both
lojafacil.com.br,trafego pago vale a pena como funciona,372,11,16,41,3,organic,https://lojafacil.com.br/blog/trafego-pago-vale-a-pena-como-funciona,False,True,True,False,False,False,snippet,7,both
giroloja.com.br,como calcular preco de custo,480,4,6,38,4,organic,https://giroloja.com.br/blog/preco-de-custo,False,False,True,False,False,False,snippet,5,both
contazen.com.br,mei aposentadoria como funciona,3476,28,4,38,13,organic,https://contazen.com.br/blog/mei-aposentadoria-como-funciona,False,False,True,False,False,False,,4,both
pagsfera.com.br,segunda via boleto o que e,440,9,18,38,4,organic,https://pagsfera.com.br/blog/segunda-via-boleto-o-que-e,False,True,True,False,False,False,,6,left
financasclaras.blog.br,como calcular margem de lucro,1700,5,2,37,10,organic,https://financasclaras.blog.br/calcular-margem-lucro,False,False,True,False,False,False,,5,both
lojafacil.com.br,como dar desconto sem perder lucro,340,6,8,37,3,organic,https://lojafacil.com.br/blog/como-dar-desconto-sem-perder-lucro,False,False,True,False,False,False,,6,both
contadorexpress.com.br,mei atrasado o que fazer vale a pena,245,15,26,37,2,organic,https://contadorexpress.com.br/blog/mei-atrasado-o-que-fazer-vale-a-pena,False,True,True,False,False,False,,8,both
vendamais.com.br,capital de giro liquido 2026,815,21,1,37,5,organic,https://vendamais.com.br/blog/capital-de-giro-liquido-2026,False,True,True,False,False,False,,5,both
bancoquantum.com.br,limite pix noturno passo a passo,382,9,13,36,3,organic,https://bancoquantum.com.br/blog/limite-pix-noturno-passo-a-passo,False,False,True,False,False,False,,6,both
giroloja.com.br,rateio de custo indireto,260,9,11,33,2,organic,https://giroloja.com.br/blog/rateio-de-custo-indireto,False,True,True,False,False,False,snippet,4,both
bancoquantum.com.br,como sair do vermelho como funciona,3815,24,31,32,13,organic,https://bancoquantum.com.br/blog/como-sair-do-vermelho-como-funciona,False,False,True,False,True,False,,6,both
bancoaurora.com.br,extrato bancario pj,396,23,36,31,4,organic,https://bancoaurora.com.br/blog/extrato-bancario-pj,False,True,True,False,True,False,,3,both
pagsfera.com.br,pix saque,107,9,27,30,1,organic,https://pagsfera.com.br/blog/pix-saque,False,True,True,False,False,False,,2,both
bancoaurora.com.br,folha de pagamento digital,197,12,53,29,2,organic,https://bancoaurora.com.br/blog/folha-de-pagamento-digital,False,False,True,False,False,False,snippet,4,both
credlink.com.br,taxa de desconto de duplicata,745,16,58,28,7,organic,https://credlink.com.br/blog/taxa-de-desconto-de-duplicata,False,True,True,False,False,False,,5,both
giroloja.com.br,preco psicologico,410,11,5,28,4,organic,https://giroloja.com.br/blog/preco-psicologico,False,False,True,False,False,False,snippet,2,left
vendamais.com.br,comissao de vendedor como calcular gratis,184,12,29,28,2,organic,https://vendamais.com.br/blog/comissao-de-vendedor-como-calcular-gratis,False,True,True,False,False,False,,6,both
lojafacil.com.br,programa de fidelidade pequeno negocio passo a passo,8812,49,34,28,27,organic,https://lojafacil.com.br/blog/programa-de-fidelidade-pequeno-negocio-passo-a,False,True,True,False,False,False,,8,left
infinitepay.io,como fidelizar clientes,1800,17,9,27,10,organic,https://infinitepay.io/blog/como-fidelizar-clientes,False,True,True,False,False,False,,3,both
pagsfera.com.br,boleto registrado simples,864,16,31,25,7,organic,https://pagsfera.com.br/blog/boleto-registrado-simples,False,True,True,False,False,False,,3,left
bancoaurora.com.br,cartao de debito empresarial,222,14,60,24,2,organic,https://bancoaurora.com.br/blog/cartao-de-debito-empresarial,False,False,True,False,False,False,,4,both
giroloja.com.br,como calcular ponto de equilibrio,2600,14,9,24,11,organic,https://giroloja.com.br/blog/como-calcular-ponto-de-equilibrio,False,False,True,False,False,False,,5,left
infinitepay.io,modelo de orcamento,2700,11,7,23,16,organic,https://infinitepay.io/materiais/modelo-de-orcamento,False,False,True,False,True,False,,3,both
bancoaurora.com.br,pagamento de fornecedores,433,13,39,22,5,organic,https://bancoaurora.com.br/blog/pagamento-de-fornecedores,False,True,True,False,True,False,,3,both
lojafacil.com.br,como precificar produto artesanal,720,1,8,21,6,organic,https://lojafacil.com.br/blog/precificar-artesanato,False,True,True,False,False,False,,4,both
vendamais.com.br,planilha de precificacao,590,3,15,21,7,organic,https://vendamais.com.br/materiais/planilha-de-precificacao,False,True,True,False,True,False,snippet,3,both
credlink.com.br,duplicata escritural,4947,54,46,21,21,organic,https://credlink.com.br/blog/duplicata-escritural,False,False,True,False,False,False,,2,both
vendamais.com.br,abandono de carrinho,402,10,23,21,5,organic,https://vendamais.com.br/blog/abandono-de-carrinho,False,False,True,False,True,False,snippet,3,both
contazen.com.br,diferenca lucro real e presumido vale a pena,166,8,31,20,2,organic,https://contazen.com.br/blog/diferenca-lucro-real-e-presumido-vale-a-pena,False,False,True,False,True,False,snippet,8,both
lojafacil.com.br,trafego pago vale a pena simples,518,20,25,20,5,organic,https://lojafacil.com.br/blog/trafego-pago-vale-a-pena-simples,False,False,True,False,False,False,,6,left
financasclaras.blog.br,mei limite de faturamento vale a pena,6610,34,36,19,27,organic,https://financasclaras.blog.br/blog/mei-limite-de-faturamento-vale-a-pena,False,False,True,False,True,False,,7,both
pagsfera.com.br,chargeback o que e 2026,363,16,13,19,5,organic,https://pagsfera.com.br/blog/chargeback-o-que-e-2026,False,True,True,False,False,False,,5,both
maquinacerta.net,aluguel de maquininha simples,271,6,3,19,4,organic,https://maquinacerta.net/blog/aluguel-de-maquininha-simples,False,False,True,False,False,False,,4,both
infinitepay.io,quanto rende cdb,1600,9,6,19,12,organic,https://infinitepay.io/materiais/calculadora-cdb,False,False,True,False,True,False,snippet,3,left
giroloja.com.br,quanto cobrar por um servico,1300,11,7,18,11,organic,https://giroloja.com.br/blog/quanto-cobrar-por-um-servico,False,False,True,False,False,False,,5,both
pagsfera.com.br,cartao empresarial gratis,613,15,13,18,7,organic,https://pagsfera.com.br/blog/cartao-empresarial-gratis,False,False,True,False,False,False,,3,both
dinheirocerto.com.br,juros compostos formula 2026,225,14,30,18,4,organic,https://dinheirocerto.com.br/blog/juros-compostos-formula-2026,False,False,True,False,True,False,snippet,4,both
financasclaras.blog.br,como saber se estou vendendo barato,210,4,3,17,3,organic,https://financasclaras.blog.br/como-saber-se-estou-vendendo-barato,False,False,True,False,False,False,,6,left
contadorexpress.com.br,quanto cobrar por marmita,1400,7,2,17,11,organic,https://contadorexpress.com.br/blog/quanto-cobrar-por-marmita,False,False,True,False,False,False,,4,both
credlink.com.br,cessao de credito,422,19,21,16,5,organic,https://credlink.com.br/blog/cessao-de-credito,False,False,True,False,False,False,,3,left
financasclaras.blog.br,quanto cobrar por marmita,1400,7,2,16,11,organic,https://financasclaras.blog.br/quanto-cobrar-por-marmita,False,False,True,False,False,False,snippet,4,both
financasclaras.blog.br,como calcular custo fixo,1300,13,8,16,11,organic,https://financasclaras.blog.br/como-calcular-custo-fixo,False,True,True,False,False,False,,4,both
contazen.com.br,irpj o que e como funciona,1013,27,23,16,9,organic,https://contazen.com.br/blog/irpj-o-que-e-como-funciona,False,False,True,False,True,False,,6,both
lojafacil.com.br,precificacao para revenda,260,2,14,15,4,organic,https://lojafacil.com.br/blog/precificacao-revenda,False,True,True,False,False,False,,3,both
bancoaurora.com.br,financiamento de equipamentos,5101,35,37,15,21,organic,https://bancoaurora.com.br/blog/financiamento-de-equipamentos,False,False,True,False,False,False,,3,both
dinheirocerto.com.br,reserva de emergencia o que e,2725,30,19,15,18,organic,https://dinheirocerto.com.br/blog/reserva-de-emergencia-o-que-e,False,True,True,False,False,False,,6,left
giroloja.com.br,como calcular custo fixo,1300,13,8,14,11,organic,https://giroloja.com.br/blog/como-calcular-custo-fixo,False,True,True,False,False,False,,4,both
lojafacil.com.br,como reajustar preco para clientes,180,8,7,14,4,organic,https://lojafacil.com.br/blog/como-reajustar-preco-para-clientes,False,True,True,False,False,False,snippet,5,both
contadorexpress.com.br,diferenca lucro real e presumido passo a passo,119,11,28,14,3,organic,https://contadorexpress.com.br/blog/diferenca-lucro-real-e-presumido-passo-a-passo,False,False,True,False,False,False,,8,both
financasclaras.blog.br,cdb ou tesouro direto o que e,118,5,16,14,2,organic,https://financasclaras.blog.br/blog/cdb-ou-tesouro-direto-o-que-e,False,True,True,False,False,False,,7,both
financasclaras.blog.br,markup ou margem,390,3,3,13,6,organic,https://financasclaras.blog.br/markup-x-margem,False,False,True,False,False,False,snippet,3,both
infinitepay.io,contrato de prestacao de servico,5600,24,12,13,41,organic,https://infinitepay.io/materiais/modelo-contrato,False,False,True,False,True,False,,5,both
lojafacil.com.br,dropshipping como funciona passo a passo,106,10,21,13,2,organic,https://lojafacil.com.br/blog/dropshipping-como-funciona-passo-a-passo,False,False,True,False,False,False,,6,both
vendamais.com.br,whatsapp business catalogo 2026,119,11,30,13,3,organic,https://vendamais.com.br/blog/whatsapp-business-catalogo-2026,False,False,True,False,False,False,snippet,4,both
infinitepay.io,calculadora de taxas de cartao,590,7,42,13,9,organic,https://infinitepay.io/materiais/calculadora-de-taxas,False,False,True,False,True,False,snippet,5,both
financasclaras.blog.br,precificacao de servicos,1200,6,18,12,12,organic,https://financasclaras.blog.br/precificar-servico,False,True,True,False,False,False,,3,both
bancoaurora.com.br,abrir conta pj online,338,11,70,12,5,organic,https://bancoaurora.com.br/blog/abrir-conta-pj-online,False,True,True,False,False,False,,4,both
bancoquantum.com.br,chave pix aleatoria como funciona,204,10,33,12,5,organic,https://bancoquantum.com.br/blog/chave-pix-aleatoria-como-funciona,False,False,True,False,False,False,snippet,5,left
pagsfera.com.br,maquininha para mei passo a passo,4451,19,12,12,27,organic,https://pagsfera.com.br/blog/maquininha-para-mei-passo-a-passo,False,True,True,False,False,False,,6,both
infinitepay.io,planilha de controle de estoque,2200,9,8,12,19,organic,https://infinitepay.io/materiais/planilha-de-controle-de-estoque,False,False,True,False,True,False,,5,both
credlink.com.br,score empresarial,174,13,24,11,5,organic,https://credlink.com.br/blog/score-empresarial,False,False,True,False,False,False,,2,both
contadorexpress.com.br,preco psicologico,410,11,5,11,6,organic,https://contadorexpress.com.br/blog/preco-psicologico,False,False,True,False,False,False,snippet,2,left
contadorexpress.com.br,cnae mei lista passo a passo,345,14,30,11,7,organic,https://contadorexpress.com.br/blog/cnae-mei-lista-passo-a-passo,False,True,True,False,False,False,,6,both
vendamais.com.br,frete gratis vale a pena simples,115,6,26,11,3,organic,https://vendamais.com.br/blog/frete-gratis-vale-a-pena-simples,False,False,True,False,False,False,,6,both
infinitepay.io,margem de lucro,3300,8,1,10,22,organic,https://infinitepay.io/blog/margem-de-lucro-no-varejo,False,False,True,False,False,False,,3,both
vendamais.com.br,como saber se estou vendendo barato,210,4,3,10,6,organic,https://vendamais.com.br/blog/como-saber-se-estou-vendendo-barato,False,False,True,False,False,False,snippet,6,both
pagsfera.com.br,boleto registrado passo a passo,2894,25,39,10,27,organic,https://pagsfera.com.br/blog/boleto-registrado-passo-a-passo,False,False,True,False,False,False,,5,both
contazen.com.br,icms st o que e 2026,3769,25,33,10,27,organic,https://contazen.com.br/blog/icms-st-o-que-e-2026,False,False,True,False,True,False,,6,both
dinheirocerto.com.br,financiamento ou consorcio,206,8,29,10,4,organic,https://dinheirocerto.com.br/blog/financiamento-ou-consorcio,False,True,True,False,False,False,,3,left
taxaja.com.br,maquininha que aceita pix 2026,1502,33,39,10,18,organic,https://taxaja.com.br/blog/maquininha-que-aceita-pix-2026,False,True,True,False,False,False,,5,both
maquinacerta.net,maquininha que aceita pix 2026,1502,33,39,10,18,organic,https://maquinacerta.net/blog/maquininha-que-aceita-pix-2026,False,True,True,False,False,False,,5,both
contazen.com.br,formacao de preco de venda,320,5,10,9,6,organic,https://contazen.com.br/blog/formacao-de-preco,False,False,True,False,False,False,,5,both
lojafacil.com.br,calculadora de margem,320,1,4,9,8,organic,https://lojafacil.com.br/blog/como-calcular-margem,False,False,True,False,True,False,snippet,3,both
bancoaurora.com.br,seguro para pequenas empresas,1368,28,56,9,14,organic,https://bancoaurora.com.br/blog/seguro-para-pequenas-empresas,False,True,True,False,False,False,,4,both
credlink.com.br,risco sacado,1210,31,14,9,14,organic,https://credlink.com.br/blog/risco-sacado,False,True,True,False,False,False,,2,both
bancoquantum.com.br,boleto hibrido passo a passo,169,9,3,9,5,organic,https://bancoquantum.com.br/blog/boleto-hibrido-passo-a-passo,False,False,True,False,False,False,,5,left
bancoquantum.com.br,boleto parcelado o que e,99,6,38,9,3,organic,https://bancoquantum.com.br/blog/boleto-parcelado-o-que-e,False,True,True,False,False,False,,5,both
giroloja.com.br,calculadora de preco de venda,210,1,20,8,5,organic,https://giroloja.com.br/blog/como-calcular-preco-de-venda,False,True,True,False,True,False,,5,both
contadorexpress.com.br,calcular preco de venda com imposto,140,2,9,8,5,organic,https://contadorexpress.com.br/blog/preco-venda-imposto,False,False,True,False,False,False,snippet,6,left
financasclaras.blog.br,tabela de precos como fazer,620,9,6,8,11,organic,https://financasclaras.blog.br/tabela-de-precos-como-fazer,False,False,True,False,False,False,,5,left
bancoquantum.com.br,pix internacional,839,16,16,8,13,organic,https://bancoquantum.com.br/blog/pix-internacional,False,False,True,False,False,False,,2,both
contadorexpress.com.br,como calcular desconto maximo,390,7,4,7,8,organic,https://contadorexpress.com.br/blog/como-calcular-desconto-maximo,False,False,True,False,False,False,,4,both
contadorexpress.com.br,mei pode emitir nota para pessoa fisica vale a pena,975,24,31,7,18,organic,https://contadorexpress.com.br/blog/mei-pode-emitir-nota-para-pessoa-fisica-vale-a,False,True,True,False,False,False,,10,both
financasclaras.blog.br,mei paga inss simples,950,10,6,7,13,organic,https://financasclaras.blog.br/blog/mei-paga-inss-simples,False,False,True,False,False,False,snippet,4,both
nexopay.com.br,boleto parcelado o que e,99,6,38,7,3,organic,https://nexopay.com.br/blog/boleto-parcelado-o-que-e,False,True,True,False,False,False,,5,left
pagsfera.com.br,cartao empresarial como funciona,470,15,25,7,9,organic,https://pagsfera.com.br/blog/cartao-empresarial-como-funciona,False,True,True,False,False,False,,4,both
vendamais.com.br,marketplace ou loja propria vale a pena,2739,16,29,7,27,organic,https://vendamais.com.br/blog/marketplace-ou-loja-propria-vale-a-pena,False,False,True,False,False,False,,7,left
contadorexpress.com.br,substituicao tributaria simples,753,11,19,7,13,organic,https://contadorexpress.com.br/blog/substituicao-tributaria-simples,False,False,True,False,True,False,snippet,3,both
vendamais.com.br,instagram para vendas,148,6,31,7,5,organic,https://vendamais.com.br/blog/instagram-para-vendas,False,True,True,False,False,False,,3,both
infinitepay.io,planilha de fluxo de caixa,1900,8,9,7,23,organic,https://infinitepay.io/materiais/planilha-de-fluxo-de-caixa,False,False,True,False,True,False,,5,both
credlink.com.br,prazo de recebimento cartao,189,8,62,6,7,organic,https://credlink.com.br/blog/prazo-de-recebimento-cartao,False,True,True,False,False,False,,4,both
contazen.com.br,mei atrasado o que fazer gratis,846,11,11,6,18,organic,https://contazen.com.br/blog/mei-atrasado-o-que-fazer-gratis,False,True,True,False,False,False,,6,both
financasclaras.blog.br,mei atrasado o que fazer vale a pena,245,15,26,6,7,organic,https://financasclaras.blog.br/blog/mei-atrasado-o-que-fazer-vale-a-pena,False,True,True,False,False,False,,8,both
bancoquantum.com.br,bandeira do cartao,2515,28,17,6,27,organic,https://bancoquantum.com.br/blog/bandeira-do-cartao,False,False,True,False,False,False,,3,both
giroloja.com.br,capital de giro liquido 2026,815,21,1,6,18,organic,https://giroloja.com.br/blog/capital-de-giro-liquido-2026,False,True,True,False,False,False,,5,both
giroloja.com.br,indicadores de vendas gratis,171,10,11,6,7,organic,https://giroloja.com.br/blog/indicadores-de-vendas-gratis,False,False,True,False,True,False,,4,both
pagsfera.com.br,taxa de debito maquininha como funciona,1049,18,10,6,18,organic,https://pagsfera.com.br/blog/taxa-de-debito-maquininha-como-funciona,False,False,True,False,False,False,,6,both
pagsfera.com.br,aluguel de maquininha 2026,729,18,29,6,13,organic,https://pagsfera.com.br/blog/aluguel-de-maquininha-2026,False,False,True,False,False,False,,4,left
bancoaurora.com.br,gerente de conta pj,148,6,51,5,7,organic,https://bancoaurora.com.br/blog/gerente-de-conta-pj,False,True,True,False,True,False,,4,left
financasclaras.blog.br,como reajustar preco para clientes,180,8,7,5,8,organic,https://financasclaras.blog.br/como-reajustar-preco-para-clientes,False,True,True,False,False,False,snippet,5,left
financasclaras.blog.br,precificar produto importado,290,7,14,5,8,organic,https://financasclaras.blog.br/precificar-produto-importado,False,True,True,False,False,False,,3,left
financasclaras.blog.br,mei atrasado o que fazer simples,91,6,34,5,5,organic,https://financasclaras.blog.br/blog/mei-atrasado-o-que-fazer-simples,False,False,True,False,False,False,,6,both
bancoquantum.com.br,chave pix aleatoria simples,743,14,34,5,18,organic,https://bancoquantum.com.br/blog/chave-pix-aleatoria-simples,False,False,True,False,True,False,,4,left
vendamais.com.br,frete gratis vale a pena 2026,1547,18,14,5,27,organic,https://vendamais.com.br/blog/frete-gratis-vale-a-pena-2026,False,False,True,False,False,False,,6,both
financasclaras.blog.br,calculadora de markup,170,0,2,4,7,organic,https://financasclaras.blog.br/markup,False,False,True,False,True,False,snippet,3,both
